código,etapa,ano_ou_faixa,campo_experiência,componente,número,habilidade,unidade_tematica,objeto_conhecimento,em_foco,mf_classificacao,mf_conhecimento_previo,mf_objetivos,mf_competencias,mf_habilidades_relacionadas,mf_comentarios
EF67LP15,Ensino Fundamental,67,,Língua Portuguesa,15,"Identificar a proibição imposta ou o direito garantido, bem como as circunstâncias de sua aplicação, em artigos relativos a normas, regimentos escolares, regimentos e estatutos da sociedade civil, regulamentações para o mercado publicitário, Código de Defesa do Consumidor, Código Nacional de Trânsito, ECA, Constituição, dentre outros.",Leitura,Estratégias e procedimentos de leitura em textos legais e normativos,sim,AF,,"• Identificar, em textos normativos, proibição imposta ou o direito garantido.
• Reconhecer as circunstâncias de aplicação de normas ou aplicação de direitos.","CG:  2, 4, 9 e 10
CA: 2 e 4
CE: 2, 3 6 e 7","EF: EF69LP05, EF69LP27, EF69LP32, EF69LP20, EF69LP24, EF69LP28      AF: EF67LP16,  EF67LP17, EF67LP18                                                             AC: EF67LP19, EF67LP36,  EF06LP05","A habilidade trata do reconhecimento das condições de produção de textos normativos e legais, ou seja, sua função social, seu suporte, entre outros. Sugere-se que os estudantes sejam levados a reconhecer que existem documentos que normatizam algumas questões. Uma possibilidade é dividir a turma em grupos e apresentar uma situação-problema. Por exemplo, uma criança tem um direito desrespeitado ou um consumidor foi lesado, e assim identificar qual o gênero atende à demanda de comunicação. Caso não seja possível propor uma pesquisa sobre esses textos, pode-se selecionar trechos de notícias e reportagens e trechos dos textos normativos, para que sejam relacionados. Dependendo da proficiência de leitura da turma, pode-se propor uma leitura compartilhada para que eles analisem um aspecto do texto, como estrutura, tipo de linguagem usada, entre outros aspectos. A avaliação pode ocorrer por meio da observação do posicionamento do estudante ou ainda por meio de seus registros escritos. No 6º ano, pode-se relacionar habilidade complementares específicas da série como a  EF06LP05 que trata de modos verbais. Nesse caso, pode-se observar o uso do subjuntivo e do imperativo nesses textos e seu efeito de sentido. Por fim, o reconhecimento dos textos normativos e legais tornam o estudante mais consciente e crítico de seus direitos e deveres."
EF67LP16,Ensino Fundamental,67,,Língua Portuguesa,16,"Explorar e analisar espaços de reclamação de direitos e de envio de solicitações (tais como ouvidorias, SAC, canais ligados a órgãos públicos, plataformas do consumidor, plataformas de reclamação), bem como de textos pertencentes a gêneros que circulam nesses espaços, reclamação ou carta de reclamação, solicitação ou carta de solicitação, como forma de ampliar as possibilidades de produção desses textos em casos que remetam a reivindicações que envolvam a escola, a comunidade ou algum de seus membros como forma de se engajar na busca de solução de problemas pessoais, dos outros e coletivos.",Leitura,"Contexto de produção, circulação e recepção de textos e práticas relacionadas à defesa de direitos e à participação social",sim,AF,"EF04LP10, EF04LP11 e EF03LP18","• Explorar e analisar espaços de reclamação de direitos e de envio de solicitações.
• Reconhecer gêneros que circulam nesses espaços, reclamação ou carta de reclamação, solicitação ou carta de solicitação.
• Ampliar as possibilidades de produção desses textos em casos que remetam a reivindicações.","CG:  2 e 4
CA: 2 e 3
CE: 2, 3 e 5","EF: EF69LP05, EF69LP27, EF69LP32                           AF: EF67LP15
EF67LP17
, EF67LP18,
EF67LP19
AC: EF06LP07, EF67LP18, EF67LP19, EF67LP26","A habilidade propõe o reconhecimento de espaços de reclamação de direitos e envio de solicitações de modo a ampliar sua participação social. Sugere-se que ela seja desenvolvida por meio de um projeto que envolva a comunidade escolar para que os estudantes identifiquem uma questão a ser resolvida e a relacione aos textos e instâncias que podem ajudá-los na resolução. Outra possibilidade é propor atividades que envolvam o uso de ferramentas digitais para que os estudantes possam explorar os espaços propostos na habilidade, como ouvidorias, SAC, canais ligados a órgãos públicos, plataformas do consumidor, plataformas de reclamação, entre outros.
A partir do reconhecimento dos espaços, pode-se propor que, em grupos, os estudantes reconheçam os gêneros que ali circulam, como a reclamação ou carta de reclamação e a solicitação ou carta de solicitação. A leitura dos textos pode ser feita de maneira coletiva, em duplas ou grupos e, nesses casos, ferramentas de apoio, como tabelas podem ser usadas para sistematizar as características e a linguagem mais comuns nesses gêneros.  A respeito da linguagem, sugere-se articular habilidades complementares que tenham relevância no sentido dos textos, como as habilidades EF67LP18, EF67LP19,"
EF67LP17,Ensino Fundamental,67,,Língua Portuguesa,17,"Analisar, a partir do contexto de produção, a forma de organização das cartas de solicitação e de reclamação (datação, forma de início, apresentação contextualizada do pedido ou da reclamação, em geral, acompanhada de explicações, argumentos e/ou relatos do problema, fórmula de finalização mais ou menos cordata, dependendo do tipo de carta e subscrição) e algumas das marcas linguísticas relacionadas à argumentação, explicação ou relato de fatos, como forma de possibilitar a escrita fundamentada de cartas como essas ou de postagens em canais próprios de reclamações e solicitações em situações que envolvam questões relativas à escola, à comunidade ou a algum dos seus membros.",Leitura,"Relação entre contexto de produção e características composicionais e estilísticas dos gêneros (carta de solicitação, carta de reclamação, petição on-line , carta aberta, abaixo-assinado, proposta etc.)",sim,AF,EF04LP10 e EF04LP11,"• Reconhecer a forma organizacional de cartas de solicitação e reclamação.
• Reconhecer marcas linguísticas para argumentar, explicar ou apresentar fatos.
• Analisar, de acordo com o contexto de produção, cartas de reclamação e solicitação.","CG:  2 e 4
CA: 2 e 3
CE: 2, 3, 5 e 7","EF: EF69LP27, EF69LP32                                        AC: EF06LP07, EF67LP18 , EF67LP19, EF67LP26, EF67LP37","A habilidade pressupõe a análise de cartas de solicitação e reclamação, ou seja, além de reconhecer sua estrutura, é importante que o estudante também reconheça as marcas linguísticas características desses gêneros e as relacione. Para desenvolver as aprendizagens propostas, sugere-se que sejam apresentadas atividades de leitura de cartas de solicitação e reclamação em rodas ou pequenos grupos para estabelecer as diferenças entre seus suportes e funções sociais. Nesse sentido, pode-se procurar estabelecer, coletivamente, um painel comparativo que mostre as semelhanças e as diferenças na estrutura dos textos. Em relação às marcas linguísticas, pode-se propor a análise de expressões que demonstram insatisfação de maneira mais ou menos polida bem como expressões para fazer solicitações. A avaliação da habilidade pode ser feita por meio de registros do estudante ou ainda por meio de um questionário autoavaliativo a fim de que ele se perceba no processo."
EF67LP18,Ensino Fundamental,67,,Língua Portuguesa,18,"Identificar o objeto da reclamação e/ou da solicitação e sua sustentação, explicação ou justificativa, de forma a poder analisar a pertinência da solicitação ou justificação.",Leitura,"Estratégias, procedimentos de leitura em textos reivindicatórios ou propositivos",,,,,,,
EF67LP19,Ensino Fundamental,67,,Língua Portuguesa,19,"Realizar levantamento de questões, problemas que requeiram a denúncia de desrespeito a direitos, reivindicações, reclamações, solicitações que contemplem a comunidade escolar ou algum de seus membros e examinar normas e legislações.",Produção de textos,Estratégia de produção: planejamento de textos reivindicatórios ou propositivos,,,,,,,
EF67LP20,Ensino Fundamental,67,,Língua Portuguesa,20,"Realizar pesquisa, a partir de recortes e questões definidos previamente, usando fontes indicadas e abertas.",Leitura,Curadoria de informação,sim,AF,"EF35LP19, EF04LP21 e EF05LP24","• Utilizar diferentes ferramentas de curadoria de informações.
• Verificar a fidedignidade das fontes pesquisadas.
• Realizar pesquisa, a partir de recortes e questões definidos previamente.","CG: 2
CA: 2
CE: 2, 8","EF: EF69LP32, EF69LP34                            AF: EF67LP21
AC: EF67LP23, EF67LP26 e EF67LP36","Essa habilidade tem foco na curadoria de informações e pressupõe a construção de procedimentos e estratégias de pesquisa a fim de que os estudantes aprendam a aprender. Além disso, aponta para a própria pesquisa em si, dentro de um recorte e de questões orientadoras definidas previamente pelo professor, juntamente com seus estudantes, que deve lhes apresentar as fontes abertas e confiáveis (livros, revistas, sites etc.) em que as pesquisas podem ser realizadas. No 6º e 7º ano, os estudantes ainda precisam da mediação do professor, pois estão aprendendo procedimentos para entender como pesquisar, o que pesquisar, onde pesquisar, que instrumentos e fontes utilizar para pesquisar, compreendendo a importância das fontes confiáveis. A progressão da habilidade, nesse caso, estará relacionada ao tipo de pesquisa proposta, à complexidade dos temas e aos campos em que a pesquisa ocorrerá."
EF67LP21,Ensino Fundamental,67,,Língua Portuguesa,21,"Divulgar resultados de pesquisas por meio de apresentações orais, painéis, artigos de divulgação científica, verbetes de enciclopédia, podcasts científicos etc.",Produção de textos,"Estratégias de escrita: textualização, revisão e edição",sim,AF,,"• Reconhecer e selecionar o gênero de divulgação adequado ao contexto.
• Reconhecer as características do gênero.
• Planejar o texto com a utilização de esquemas, tabelas e mapas mentais.
• Revisar o texto a partir de critérios preestabelecidos.
• Reescrever e editar o texto.","CG:2, 5
CA:2
CE: 2, 3,5,","EF: EF69LP34, EF69LP29    , EF69LP32                                                AF: EF67LP21
AC: EF67LP23, EF67LP26, EF67LP32, EF67LP33 e EF67LP36","Com foco nos textos de divulgação científica (orais, escritos e multissemióticos), esta habilidade promove o desenvolvimento e a utilização de procedimentos e estratégias para que os estudantes possam compreender sua finalidade, tipos de conhecimento que divulgam (dependendo da área de saber), o público-alvo, os contextos de divulgação e, sobretudo, sua organização tópica e hierarquização das informações. Em complemento à EF67LP20, é preciso que os estudantes estejam inseridos em situações didáticas que promovam essa sequência de ações interligadas: primeiro se faz a pesquisa para depois divulgá-la. Nesse sentido, conhecer diferentes gêneros discursivos próprios do campo das práticas de estudo e pesquisa, seus contextos de produção, recepção e circulação textual (Quem escreve? Para quem se escreve? O que se escreve? Como se escreve? Por quais meios se divulga?) permite a progressão das aprendizagens, considerando a complexidade das situações em que as pesquisas se inserem e como são divulgadas. Esse conhecimento é determinante para produção dos textos, uma vez que a habilidade pressupõem que os estudantes divulguem os saberes pesquisados por meio de diferentes gêneros, determinados justamente pelo contexto e a finalidade da pesquisa realizada. Também aqui é preciso considerar que todo o trabalho de produção dos textos de divulgação seja orientado pelo professor a fim de que os estudantes possam também construir estratégias e procedimentos de produção textual."
EF67LP22,Ensino Fundamental,67,,Língua Portuguesa,22,"Produzir resumos, a partir das notas e/ou esquemas feitos, com o uso adequado de paráfrases e citações.",Produção de textos,"Estratégias de escrita: textualização, revisão e edição",sim,AF,,"• Selecionar as ideias principais de um texto organizando-as em notas ou esquema.
• Planejar o texto.
• Produzir o texto, parafraseando informações e utilizando mecanismos linguísticos da citação.","CG:2
CA: 2
CE: 2, 3, 8,","EF: EF69LP32, EF69LP34                            AF: EF67LP24,  EF67LP25
AC: EF06LP06,  EF67LP32, EF67LP33, EF67LP36,  EF67LP37,  EF06LP11, EF06LP12","Com foco no eixo da produção escrita, essa habilidade apresenta outra forma importante de construir procedimentos e estratégias de estudo e pesquisa. Se, na habilidade EF67LP21, os estudantes leram textos sobre um determinado assunto, usando diferentes estratégias de leitura, agora devem ter a capacidade de resumir as informações dos textos lidos. Para tanto, precisam conhecer e utilizaroutras estratégias próprias da escrita, tais como: paráfrases, marcas do discurso reportado (o autor disse; conforme afirmado por etc.) e de citações explícitas, com o uso de aspas, por exemplo. Dada a complexidade de se produzir o gênero resumo, ele deve ser retomado em todas as séries para que os procedimentos de produção possam ser, de fato, dominados pelos estudantes. Além disso, essa habilidade também pressupõe o conhecimento de outros gêneros, como tomada de notas e esquemas, e conhecimento de recursos discursivos, como as paráfrases e citações, a fim de sintetizar e organizar os resultados do que foi pesquisado e apresentá-los. A proposta da habilidade é que, ao experimentarem esses procedimentos, os estudantes se apropriem deles, construindo um saber sobre o conhecimento científico."
EF67LP23,Ensino Fundamental,67,,Língua Portuguesa,23,"Respeitar os turnos de fala, na participação em conversações e em discussões ou atividades coletivas, na sala de aula e na escola e formular perguntas coerentes e adequadas em momentos oportunos em situações de aulas, apresentação oral, seminário etc.",Oralidade,Conversação espontânea,,,,,,,
EF67LP24,Ensino Fundamental,67,,Língua Portuguesa,24,"Tomar nota de aulas, apresentações orais, entrevistas (ao vivo, áudio, TV, vídeo), identificando e hierarquizando as informações principais, tendo em vista apoiar o estudo e a produção de sínteses e reflexões pessoais ou outros objetivos em questão.",Oralidade,Tomada de nota,sim,AF,EF35LP06 e EF35LP08,"• Tomar notas de aulas, apresentações e entrevistas.
• Selecionar e hierarquizar informações.
• Utilizar critérios de organização tópica.","CG: 2
CA: 2
CE: 2, 3","EF: EF69LP29, EF69LP34   AF: EF67LP25   AC: EF69LP26","Esta habilidade pressupõe algumas capacidade importantes que precisam ser construídas e ativadas nos processos de estudo e de pesquisa a fim de que o estudante construa autonomia e capacidade investigativa, fomentando a curiosidade intelectual e sendo impulsionado na busca de informações e construção de saberes sobre diferentes temas e áreas de conhecimento. Dessa forma, além de saber buscar as informações e dados em fontes confiáveis, precisa saber dar o tratamento adequado aos resultados dessa busca: selecionar os dados e as informações pertinentes ao propósito da pesquisa para indicar seu grau de relevância (identificar e hierarquizar as informações principais), a fim de que possam ser usadas na produção de resumos e na própria construção de reflexões e posicionamentos críticos sobre os conteúdos estudados. Essa capacidade de tomar nota também possibilita que os estudantes aprendam a fazer recortes para evitar informações e dados desnecessários. Assim, os estudantes podem construir um saber sobre esse gênero instrumental em situações didáticas intencionais por meio das quais reflitam sobre o porquê tomar notas de um assunto; quando precisam tomar notas; o que priorizar ao tomar notas de um texto lido, assistido ou ouvido; quais critérios utilizar para definir prioridades na tomada de nota; que estratégias e recursos utilizar para tomar notas (palavras e frases em tópicos; palavras e frases numeradas,  organizadas por meio de setas, esquemas, diagramas etc.)."
EF67LP25,Ensino Fundamental,67,,Língua Portuguesa,25,"Reconhecer e utilizar os critérios de organização tópica (do geral para o específico, do específico para o geral etc.), as marcas linguísticas dessa organização (marcadores de ordenação e enumeração, de explicação, definição e exemplificação, por exemplo) e os mecanismos de paráfrase, de maneira a organizar mais adequadamente a coesão e a progressão temática de seus textos.",Análise linguística/semiótica,Progressão temática,sim,AF,,"• Identificar e fazer uso de critérios de organização tópica.
• Utilizar recurso coesivo e de progressão temática dos textos.","CG: 2,5
CA: 2
CE: 2, 3","EF:  EF69LP29, EF69LP30, EF69LP33, EF69LP34, EF69LP53         AF: EF67LP24
AC: EF67LP33, EF67LP36 e EF67LP26","Esta habilidade dialoga com a EF67LP24, porque alicerçam o processo de curadoria nos processos de pesquisa e apontam elementos importantes para garantir o foco na seleção, na hierarquização das ideias e na organização das informações pesquisadas. Nesse sentido, devido à amplitude e à complexidade dos recursos e mecanismos indicados, é preciso que o trabalho com cada um desses elementos seja feito de forma progressiva, planejada e intencional, sendo eles próprios objetos de conhecimento foco da aprendizagem dos estudantes, sendo estudados, comparados, analisados para que se apropriem deles e possam utilizá-los de acordo com cada pesquisa, leitura e produção de textos, em diferentes áreas do conhecimento. Além disso, o reconhecimento desses elementos permite ao estudante compreender como se dá a progressão temática dos textos por meio dos mecanismos coesivos que as conectam e organizam."
EF67LP26,Ensino Fundamental,67,,Língua Portuguesa,26,Reconhecer a estrutura de hipertexto em textos de divulgação científica e proceder à remissão a conceitos e relações por meio de notas de rodapés ou boxes.,Análise linguística/semiótica,Textualização,,,,,,,
